Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
Ich bin der Regen,2raumwohnung,Inga Humpe & Tommi Eckart,36Grad,,,,,,Pop,8071344,228,1,1,5,13,2007,"9/19/21, 6:29 PM","9/19/21, 6:29 PM",256,44100,,Apple Music AAC audio file,,,3,"1/12/22, 3:27 PM",,,,
Never Stop Loving Featuring Sol (Glissandro Bros. Remix),Fous de la Mer & Sol,,Never Stop Loving,,,,,,Electronic,14476115,423,1,1,3,3,2003,"9/19/21, 6:43 PM","9/19/21, 6:43 PM",256,44100,,Apple Music AAC audio file,,,1,"1/12/22, 3:34 PM",1,"10/24/21, 3:59 PM",,
Dark Tabla,Kaya Project,Sebastian James Taylor,Elixir,,,,,,Worldbeat,9091761,248,1,1,5,12,2005,"9/19/21, 7:01 PM","9/19/21, 7:01 PM",256,44100,,Apple Music AAC audio file,,,1,"1/12/22, 3:38 PM",,,,
Humana,Zuco 103,"Stefan Kruger, Lilian Vieira & Stefan Schmid",Outro Lado,,,,,,Worldwide,9839342,281,1,1,1,14,1999,"9/19/21, 7:05 PM","9/19/21, 7:05 PM",256,44100,,Apple Music AAC audio file,,,1,"1/12/22, 3:43 PM",1,"10/24/21, 4:01 PM",,
Somos Dos,Bomba Estéreo,"Liliana Saumet, Julian Salazar & Simón Mejía",Amanecer,,,,,,Pop Latino,8585300,239,1,1,3,11,2015,"9/19/21, 8:57 PM","9/19/21, 8:57 PM",256,44100,,Apple Music AAC audio file,,,1,"1/12/22, 3:47 PM",1,"10/24/21, 4:01 PM",,
Sing It Back (Musical Mix),Moloko,Mark Brydon & Róisín Murphy,Things to Make and Do,,,,,,Dance,18996564,560,1,1,18,18,1999,"9/19/21, 9:09 PM","9/19/21, 9:09 PM",256,44100,,Apple Music AAC audio file,,,1,"1/12/22, 3:57 PM",1,"10/24/21, 4:01 PM",,
Bad Habits,Ed Sheeran,"Ed Sheeran, Fred Gibson & Johnny McDaid",#ERROR!,,,,,,Pop,8174086,230,1,1,4,14,2021,"9/25/21, 3:43 PM","9/25/21, 3:43 PM",256,44100,,Apple Music AAC audio file,,,40,"1/12/22, 4:01 PM",,,,
In Hell I'll Be in Good Company,The Dead South,"Nate Hilts, Scott Pringle, Danny Kenyon & Colton Crawford",Good Company,,,,,,Folk,8594978,245,1,1,4,14,2014,"9/28/21, 7:05 PM","9/28/21, 7:05 PM",256,44100,,Apple Music AAC audio file,,,3,"1/12/22, 4:05 PM",,,,
Everything You Need,Jamie Lono,Justin Beckler & Jamie Ian Thompson,I Feel Free - EP,,,,,,Pop,5427761,145,1,1,1,4,2020,"9/30/21, 8:26 PM","9/30/21, 8:26 PM",256,44100,,Apple Music AAC audio file,,,3,"1/13/22, 3:30 PM",,,,
SOS (feat. Aloe Blacc),Avicii,"Tim Bergling, Albin Nedler, Kristoffer Fogelmark, Kandi Burruss, Tameka Cottle & Kevin Briggs",TIM,,,,,,Dance,5791405,157,1,1,3,12,2019,"10/1/21, 7:01 PM","10/1/21, 7:01 PM",256,44100,,Apple Music AAC audio file,,,4,"1/13/22, 3:35 PM",,,,
Mystery of Love,Mr. Fingers,Larry Heard,Amnesia,,,,,,Dance,14708789,430,1,1,11,12,1989,"10/14/21, 7:56 PM","10/14/21, 7:56 PM",256,44100,,Apple Music AAC audio file,,,1,"1/13/22, 3:42 PM",,,,
She Will Be Loved,Maroon 5,Adam Levine & James Valentine,Songs About Jane,,,,,,Vocal,9203459,258,1,1,4,12,2002,"4/21/17, 1:49 AM","4/21/17, 1:49 AM",256,44100,,Apple Music AAC audio file,,,1,"1/13/22, 3:47 PM",1,"8/31/18, 8:26 AM",,
Memory,Kane Brown x blackbear,"Kane Brown, Matthew Musto, Andrew Goldstein, Joe Kirkland & Ernest Keith Smith",Memory - Single,,,,,,Pop,5888220,153,1,1,1,1,2021,"10/18/21, 8:16 PM","10/18/21, 8:16 PM",256,44100,,Apple Music AAC audio file,,,1,"1/13/22, 3:49 PM",,,,
Cold Heart (PNAU Remix),Elton John & Dua Lipa,"Elton John, Bernie Taupin, Peter Mayes, Nicholas Littlemore & Sam Littlemore",Cold Heart (PNAU Remix) - Single,,,,,,Pop,7224612,202,1,1,1,1,2021,"10/18/21, 8:34 PM","10/18/21, 8:34 PM",256,44100,,Apple Music AAC audio file,,,4,"1/13/22, 5:40 PM",,,,
Beautiful Girls,Sean Kingston,"Jonathan Rotem, Kisean Anderson, Sly ""Piper"" Jordan, JERRY LEIBER, Michael Stoller & Ben E. King",Sean Kingston,,,,,,Hip-Hop/Rap,8492549,241,1,1,5,14,2007,"10/19/21, 8:35 PM","10/19/21, 8:35 PM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 4:29 PM",,,,
Issues,Julia Michaels,"Julia Michaels, Tor Erik Hermansen, Benny Blanco, Justin Drew Tranter & Mikkel S. Eriksen",Nervous System - EP,,,,,,Pop,6318540,176,1,1,1,7,2017,"2/15/18, 1:39 PM","2/15/18, 1:39 PM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 4:25 PM",,,,
Home Again,Michael Kiwanuka,Michael Kiwanuka,Home Again,,,,,,Singer/Songwriter,7487436,212,1,1,5,11,2012,"11/6/21, 9:05 PM","11/6/21, 9:05 PM",256,44100,,Apple Music AAC audio file,,,1,"1/13/22, 4:22 PM",,,,
Issues,Julia Michaels,"Julia Michaels, Tor Erik Hermansen, Benny Blanco, Justin Drew Tranter & Mikkel S. Eriksen",Nervous System - EP,,,,,,Pop,6318540,176,1,1,1,7,2017,"2/15/18, 1:39 PM","2/15/18, 1:39 PM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 4:25 PM",,,,
Beautiful Girls,Sean Kingston,"Jonathan Rotem, Kisean Anderson, Sly ""Piper"" Jordan, JERRY LEIBER, Michael Stoller & Ben E. King",Sean Kingston,,,,,,Hip-Hop/Rap,8492549,241,1,1,5,14,2007,"10/19/21, 8:35 PM","10/19/21, 8:35 PM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 4:29 PM",,,,
Locked Out of Heaven,Bruno Mars,,Unorthodox Jukebox,,,,,,Pop,,233,1,1,2,10,2012,"4/27/14, 12:37 AM","4/25/14, 4:56 PM",256,44100,,Purchased AAC audio file,,,7,"1/13/22, 4:33 PM",,,,
Cold Heart (PNAU Remix),Elton John & Dua Lipa,"Elton John, Bernie Taupin, Peter Mayes, Nicholas Littlemore & Sam Littlemore",Cold Heart (PNAU Remix) - Single,,,,,,Pop,7224612,202,1,1,1,1,2021,"10/18/21, 8:34 PM","10/18/21, 8:34 PM",256,44100,,Apple Music AAC audio file,,,4,"1/13/22, 5:40 PM",,,,
Tank! (TV stretch),Seatbelts,Yoko Kanno,COWBOY BEBOP Tank! the! Best!,,,,,,TV Soundtrack,7781897,207,1,1,1,12,2004,"11/26/21, 11:53 PM","11/26/21, 11:53 PM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 5:43 PM",,,,
Rompecorazones,"DJ Nelson, Babywine & Alejandro Armes",,Rompecorazones - Single,,,,,,Latin,7529803,208,1,1,1,1,2021,"11/27/21, 10:29 PM","11/27/21, 10:29 PM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 5:47 PM",,,,
Runaway,Del Shannon,,20 Greats,,,,,,Easy Listening,5746443,141,1,1,1,20,1996,"11/29/21, 2:37 AM","11/29/21, 2:37 AM",256,44100,,Apple Music AAC audio file,,,2,"1/13/22, 5:49 PM",,,,
You Were Right,RÜFÜS DU SOL,"Tyrone Lindqvist, James Hunt & Jon George",Bloom,,,,,,Electronic,8778625,239,1,1,4,11,2015,"11/29/21, 11:28 PM","11/29/21, 11:28 PM",256,44100,,Apple Music AAC audio file,,,1,"1/16/22, 4:45 PM",,,,
Grenade,Bruno Mars,"Andrew Wyatt, Ari Levine, Brody Brown, Bruno Mars, Claude Kelly & Philip Lawrence",Doo-Wops & Hooligans,,,,,,Pop,7860808,222,1,1,1,10,2010,"11/30/21, 12:44 PM","11/30/21, 12:44 PM",256,44100,,Apple Music AAC audio file,,,,,,,,
De Quem É a Culpa (Ao Vivo),Marília Mendonça,Marília Mendonça & Juliano Tchula,Marília Mendonça (Ao Vivo) - EP,,,,,,Sertanejo,7539005,208,1,1,2,4,2017,"12/1/21, 11:52 PM","12/1/21, 11:52 PM",256,44100,,Apple Music AAC audio file,,,,,,,,
drivers license,Olivia Rodrigo,Olivia Rodrigo & Daniel Nigro,SOUR,,,,,,Pop,8548656,242,1,1,3,11,2021,"12/8/21, 12:50 AM","12/8/21, 12:50 AM",256,44100,,Apple Music AAC audio file,,,,,,,,
Easy On Me,Adele,Adele Adkins & Greg Kurstin,30,,,,,,Pop,7947710,224,1,1,2,12,2021,"12/8/21, 12:56 AM","12/8/21, 12:56 AM",256,44100,,Apple Music AAC audio file,,,,,,,,
Renegades,X Ambassadors,"Alex Da Kid, Sam Harris, Noah Feldshuh, Casey Harris & Adam Levin",VHS,,,,,,Alternative,7291428,195,1,1,2,20,2015,"12/8/21, 12:59 AM","12/8/21, 12:59 AM",256,44100,,Apple Music AAC audio file,,,,,,,,
Wolves,Selena Gomez & Marshmello,"Selena Gomez, Marshmello, Andrew Wotman, Alexandra Tamposi, Brian Lee, Louis Bell & Carl Rosen",Wolves - Single,,,,,,Pop,7360399,197,1,1,1,1,2017,"12/11/21, 12:44 AM","12/11/21, 12:44 AM",256,44100,,Apple Music AAC audio file,,,,,,,,
Instant Crush (feat. Julian Casablancas),Daft Punk,,Random Access Memories,,,,,,Pop,12382638,337,1,1,5,13,2013,"12/13/21, 5:51 PM","12/13/21, 5:51 PM",256,44100,,Apple Music AAC audio file,,,,,,,,
Carry On,"Crosby, Stills, Nash & Young",Stephen Stills,Déjà Vu,,,,,,Rock,10113046,265,1,1,1,10,1970,"1/4/22, 7:05 PM","1/4/22, 7:05 PM",256,44100,,Apple Music AAC audio file,,,,,,,,
I Can't Go For That (No Can Do) [Live In Dublin / 2014],Daryl Hall & John Oates,"Sara Allen, John Oates & Daryl Hall",Live In Dublin,,,,,,Pop,29960752,851,1,1,11,15,2015,"1/13/22, 8:07 PM","1/13/22, 8:07 PM",256,44100,,Apple Music AAC audio file,,,,,,,,
Oh No,Andrew Bird,,Noble Beast,,,,,,Rock,8948112,260,1,1,1,15,2009,"2/7/09, 7:34 PM","2/7/09, 7:34 PM",256,44100,,AAC audio file,,,,,,,,
